region,id,type,name,species,elevation,lat,lon,start,end,contributor
europe,norw002n,Minimum Density,"Tua, Steinkier",PISY,300,6357,-1053,1776,1978,Fritz Schweingruber
europe,norw002p,Latewood Percent,"Tua, Steinkier",PISY,300,6357,-1053,1776,1978,Fritz Schweingruber
europe,norw002x,Maximum Density,"Tua, Steinkier",PISY,300,6357,-1053,1776,1978,Fritz Schweingruber
europe,norw003,Ring Width,Narvik,PISY,50,6829,-1744,1702,1978,Fritz Schweingruber
europe,norw003e,Earlywood Width,Narvik,PISY,50,6829,-1744,1702,1978,Fritz Schweingruber
europe,norw003l,Latewood Width,Narvik,PISY,50,6829,-1744,1702,1978,Fritz Schweingruber
europe,norw003n,Minimum Density,Narvik,PISY,50,6829,-1744,1702,1978,Fritz Schweingruber
europe,norw003p,Latewood Percent,Narvik,PISY,50,6829,-1744,1702,1978,Fritz Schweingruber
europe,norw003x,Maximum Density,Narvik,PISY,50,6829,-1744,1702,1978,Fritz Schweingruber
europe,norw004,Ring Width,Skibotn,PISY,80,6915,-2035,1775,1978,Fritz Schweingruber
europe,norw004e,Earlywood Width,Skibotn,PISY,80,6915,-2035,1775,1978,Fritz Schweingruber
europe,norw004l,Latewood Width,Skibotn,PISY,80,6915,-2035,1775,1978,Fritz Schweingruber
europe,norw004n,Minimum Density,Skibotn,PISY,80,6915,-2035,1775,1978,Fritz Schweingruber
europe,norw004p,Latewood Percent,Skibotn,PISY,80,6915,-2035,1775,1978,Fritz Schweingruber
europe,norw004x,Maximum Density,Skibotn,PISY,80,6915,-2035,1775,1978,Fritz Schweingruber
europe,norw005,Ring Width,"Skjerstad,Botn.Soldatenf",PISY,40,6704,-1527,1761,1978,Fritz Schweingruber
europe,norw005e,Earlywood Width,"Skjerstad,Botn.Soldatenf",PISY,40,6704,-1527,1761,1978,Fritz Schweingruber
europe,norw005l,Latewood Width,"Skjerstad,Botn.Soldatenf",PISY,40,6704,-1527,1761,1978,Fritz Schweingruber
europe,norw005n,Minimum Density,"Skjerstad,Botn.Soldatenf",PISY,40,6704,-1527,1761,1978,Fritz Schweingruber
europe,norw005p,Latewood Percent,"Skjerstad,Botn.Soldatenf",PISY,40,6704,-1527,1761,1978,Fritz Schweingruber
europe,norw005x,Maximum Density,"Skjerstad,Botn.Soldatenf",PISY,40,6704,-1527,1761,1978,Fritz Schweingruber
europe,norw006,Ring Width,"Veolia, sudl.Dombas 30km",PISY,880,6125,-859,1754,1978,Fritz Schweingruber
europe,norw006e,Earlywood Width,"Veolia, sudl.Dombas 30km",PISY,880,6125,-859,1754,1978,Fritz Schweingruber
europe,norw006l,Latewood Width,"Veolia, sudl.Dombas 30km",PISY,880,6125,-859,1754,1978,Fritz Schweingruber
europe,norw006n,Minimum Density,"Veolia, sudl.Dombas 30km",PISY,880,6125,-859,1754,1978,Fritz Schweingruber
europe,norw006p,Latewood Percent,"Veolia, sudl.Dombas 30km",PISY,880,6125,-859,1754,1978,Fritz Schweingruber
europe,norw006x,Maximum Density,"Veolia, sudl.Dombas 30km",PISY,880,6125,-859,1754,1978,Fritz Schweingruber
europe,norw007,Ring Width,Karasjok 2001 update,PISY,350,6925,2538,1698,2001,"Jouko Merilainen, Markus Lindholm, Mauri Timonen"
europe,norw008,Ring Width,Vikran,PISY,100,6932,1844,1599,1992,Andreas J. Kirchhefer
europe,norw009,Ring Width,Stonglandseidet,PISY,150,6905,1713,1403,1997,Andreas J. Kirchhefer
europe,norw010,Ring Width,Forfjorddalen 2,PISY,110,6848,1544,877,1994,Andreas J. Kirchhefer
europe,norw011,Ring Width,Rorstaddalen,PISY,90,6736,1520,1550,1997,Tom Melvin
europe,norw011e,Earlywood Width,Rorstaddalen Earlywood,PISY,90,6736,1520,1550,1997,Tom Melvin
europe,norw011l,Latewood Width,Rorstaddalen Latewood,PISY,90,6736,1520,1550,1997,Tom Melvin
europe,norw012,Ring Width,Borealoa River,PISY,160,6737,1544,1550,1997,Tom Melvin
europe,norw012e,Earlywood Width,Borealoa River Earlywood,PISY,160,6737,1544,1550,1997,Tom Melvin
europe,norw012l,Latewood Width,Borealoa River Latewood,PISY,160,6737,1544,1550,1997,Tom Melvin
europe,norw013,Ring Width,Hurdal,PISY,25,6022,1104,1781,1981,Keith Briffa
europe,norw014,Ring Width,Jondalen,PISY,400,5942,929,1605,1981,Keith Briffa
europe,norw015,Ring Width,Visdalen,PISY,900,6143,828,1600,1983,Keith Briffa
europe,pola001,Ring Width,HALA GASLENICOWA,PCEX,5085,4915,-2000,1766,1965,Feliksik 20 65
europe,pola005,Ring Width,,,,,,,,
europe,pola006,Ring Width,,,,,,,,
europe,pola007,Ring Width,,,,,,,,
europe,pola008,Ring Width,,,,,,,,
europe,pola009,Ring Width,,,,,,,,
europe,pola010,Ring Width,,,,,,,,
europe,pola011,Ring Width,,,,,,,,
europe,pola012,Ring Width,,,,,,,,
europe,pola013,Ring Width,,,,,,,,
europe,pola014,Ring Width,,,,,,,,
europe,pola015,Ring Width,,,,,,,,
europe,pola016,Ring Width,,,,,,,,
europe,pola017,Ring Width,,,,,,,,
europe,pola018,Ring Width,,,,,,,,
europe,pola019,Ring Width,"Swistowko, Wyznig",PCAB,1500,4915,-1955,1699,1978,Fritz Schweingruber
europe,pola019e,Earlywood Width,"Swistowko, Wyznig",PCAB,1500,4915,-1955,1699,1978,Fritz Schweingruber
europe,pola019l,Latewood Width,"Swistowko, Wyznig",PCAB,1500,4915,-1955,1699,1978,Fritz Schweingruber
europe,pola019n,Minimum Density,"Swistowko, Wyznig",PCAB,1500,4915,-1955,1699,1978,Fritz Schweingruber
europe,pola019p,Latewood Percent,"Swistowko, Wyznig",PCAB,1500,4915,-1955,1699,1978,Fritz Schweingruber
europe,pola019x,Maximum Density,"Swistowko, Wyznig",PCAB,1500,4915,-1955,1699,1978,Fritz Schweingruber
europe,pola020,Ring Width,Gasienicowy,PCAB,1500,4915,-1955,1776,1964,Fritz Schweingruber
europe,pola020e,Earlywood Width,Gasienicowy,PCAB,1500,4915,-1955,1776,1964,Fritz Schweingruber
europe,pola020l,Latewood Width,Gasienicowy,PCAB,1500,4915,-1955,1776,1964,Fritz Schweingruber
europe,pola020n,Minimum Density,Gasienicowy,PCAB,1500,4915,-1955,1776,1964,Fritz Schweingruber
europe,pola020p,Latewood Percent,Gasienicowy,PCAB,1500,4915,-1955,1776,1964,Fritz Schweingruber
europe,pola020x,Maximum Density,Gasienicowy,PCAB,1500,4915,-1955,1776,1964,Fritz Schweingruber
europe,pola021,Ring Width,"Wal Trzebnicki, Silesia",ABAL,185,5121,1728,1871,2002,Tomasz Szymura
europe,pola022,Ring Width,BabiaGora,PCAB,1300,4935,1903,1687,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola023,Ring Width,DolinaChochspruce,PCAB,1000,4917,1905,1782,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola024,Ring Width,DolinaChochfir,ABAL,1050,4917,1905,1810,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola025,Ring Width,DolinaPanszczycka,PCAB,1420,4915,2002,1737,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola026,Ring Width,DolinaRygbiego,PCAB,1300,4914,2005,1773,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola027,Ring Width,DolinaSuchejwody  gap,PCAB,1480,4915,2002,1628,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola027x,Maximum Density,DolinaSuchejwody  gap,PCAB,1480,4915,2002,1628,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola028,Ring Width,DolinaWaksmunska,PCAB,1350,4915,2004,1748,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola029,Ring Width,Gorce,PCAB,1100,4933,2008,1850,2003,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,pola030,Ring Width,Pilsko,PCAB,1300,4931,1902,1627,2004,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,pola031,Ring Width,Rygiebopotokuwos,PCAB,1330,4913,2005,1846,1999,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,pola032,Ring Width,RotztokiPodczub,PCAB,1210,4914,2005,1647,2000,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,pola033,Ring Width,RotztokiNowarotztoka,PCAB,1310,4914,2005,1844,1999,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,pola034,Ring Width,Rygiebopotokusza,PCAB,1420,4914,2005,1862,1996,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,pola035,Ring Width,RotztokiWooszyn,PCAB,1370,4914,2004,1795,2000,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,pola036,Ring Width,RotztokiDobrawoda,PCAB,1230,4914,1902,1848,1998,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,pola037,Ring Width,Zolta Turina,PCAB,1500,4915,2001,1538,2004,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,pola300,Ring Width,SUCHA KASPROWA,PINE,1550,4914,2000,1732,1969,Bednarz 65
europe,roma002,Ring Width,Novaci,PCAB,1650,4518,-2340,1804,1981,Fritz Schweingruber
europe,roma002e,Earlywood Width,Novaci,PCAB,1650,4518,-2340,1804,1981,Fritz Schweingruber
europe,roma002l,Latewood Width,Novaci,PCAB,1650,4518,-2340,1804,1981,Fritz Schweingruber
europe,roma002n,Minimum Density,Novaci,PCAB,1650,4518,-2340,1804,1981,Fritz Schweingruber
europe,roma002p,Latewood Percent,Novaci,PCAB,1650,4518,-2340,1804,1981,Fritz Schweingruber
europe,roma002x,Maximum Density,Novaci,PCAB,1650,4518,-2340,1804,1981,Fritz Schweingruber
europe,roma003,Ring Width,"Roncan, Gium Vau",PCAB,1480,4727,-2528,1836,1981,Fritz Schweingruber
europe,roma003e,Earlywood Width,"Roncan, Gium Vau",PCAB,1480,4727,-2528,1836,1981,Fritz Schweingruber
europe,roma003l,Latewood Width,"Roncan, Gium Vau",PCAB,1480,4727,-2528,1836,1981,Fritz Schweingruber
europe,roma003n,Minimum Density,"Roncan, Gium Vau",PCAB,1480,4727,-2528,1836,1981,Fritz Schweingruber
europe,roma003p,Latewood Percent,"Roncan, Gium Vau",PCAB,1480,4727,-2528,1836,1981,Fritz Schweingruber
europe,roma003x,Maximum Density,"Roncan, Gium Vau",PCAB,1480,4727,-2528,1836,1981,Fritz Schweingruber
europe,roma004e,Earlywood Width,"Capra, Mt.Agarasului",PCAB,1600,4533,-2440,1884,1981,Fritz Schweingruber
europe,roma004l,Latewood Width,"Capra, Mt.Agarasului",PCAB,1600,4533,-2440,1884,1981,Fritz Schweingruber
europe,roma004n,Minimum Density,"Capra, Mt.Agarasului",PCAB,1600,4533,-2440,1884,1981,Fritz Schweingruber
europe,roma004p,Latewood Percent,"Capra, Mt.Agarasului",PCAB,1600,4533,-2440,1884,1981,Fritz Schweingruber
europe,roma004w,Ring Width,"Capra, Mt.Agarasului",PCAB,1600,4533,-2440,1884,1981,Fritz Schweingruber
europe,roma004x,Maximum Density,"Capra, Mt.Agarasului",PCAB,1600,4533,-2440,1884,1981,Fritz Schweingruber
europe,roma005,Ring Width,Agarasului,PCAB,1600,4533,2402,1884,1981,R. Kaszka U. Buntgen
europe,roma006,Ring Width,Giumvau,PCAB,1480,4727,2528,1836,1981,R. Kaszka U. Buntgen
europe,roma007,Ring Width,Navaci,PCAB,1650,4518,2304,1821,1981,R. Kaszka U. Buntgen
europe,roma008,Ring Width,Ocolasu,PCAB,1790,4657,2557,1760,2004,R. Kaszka U. Buntgen
europe,roma009,Ring Width,Podragu,PCAB,1500,4537,2404,1768,2004,R. Kaszka U. Buntgen
europe,roma010,Ring Width,Zanoaga,PCAB,1640,4521,2246,1880,2004,R. Kaszka U. Buntgen
europe,slov001,Ring Width,BISTRA,ABAL,550,4556,1419,1419,1991,K. Cufar & T. Levanic
europe,slov002,Ring Width,"JAVORNIK, POSTOJNA",ABAL,950,4546,1417,1417,1994,T. Levanic & K. Cufar
europe,slov003,Ring Width,"RAVNIK, LOGATEC",ABAL,600,4552,1418,1418,1993,T. Levanic & K. Cufar
europe,spai001,Ring Width,"Turbon, Ordessa",PIMU,1870,4240,-7,1609,1977,Fritz Schweingruber
europe,spai001e,Earlywood Width,"Turbon, Ordessa",PIMU,1870,4240,-7,1609,1977,Fritz Schweingruber
europe,spai001l,Latewood Width,"Turbon, Ordessa",PIMU,1870,4240,-7,1609,1977,Fritz Schweingruber
europe,spai001n,Minimum Density,"Turbon, Ordessa",PIMU,1870,4240,-7,1609,1977,Fritz Schweingruber
europe,spai001p,Latewood Percent,"Turbon, Ordessa",PIMU,1870,4240,-7,1609,1977,Fritz Schweingruber
europe,spai001x,Maximum Density,"Turbon, Ordessa",PIMU,1870,4240,-7,1609,1977,Fritz Schweingruber
europe,spai002,Ring Width,Puerto da Navacerrada,PISY,2050,4048,-402,1663,1977,Fritz Schweingruber
europe,spai002e,Earlywood Width,Puerto da Navacerrada,PISY,2050,4048,-402,1663,1977,Fritz Schweingruber
europe,spai002l,Latewood Width,Puerto da Navacerrada,PISY,2050,4048,-402,1663,1977,Fritz Schweingruber
europe,spai002n,Minimum Density,Puerto da Navacerrada,PISY,2050,4048,-402,1663,1977,Fritz Schweingruber
europe,spai002p,Latewood Percent,Puerto da Navacerrada,PISY,2050,4048,-402,1663,1977,Fritz Schweingruber
europe,spai002x,Maximum Density,Puerto da Navacerrada,PISY,2050,4048,-402,1663,1977,Fritz Schweingruber
europe,spai003,Ring Width,Bosque de Rabassa,PIMU,2100,4232,-130,1793,1977,Fritz Schweingruber
europe,spai003e,Earlywood Width,Bosque de Rabassa,PIMU,2100,4232,-130,1793,1977,Fritz Schweingruber
europe,spai003l,Latewood Width,Bosque de Rabassa,PIMU,2100,4232,-130,1793,1977,Fritz Schweingruber
europe,spai003n,Minimum Density,Bosque de Rabassa,PIMU,2100,4232,-130,1793,1977,Fritz Schweingruber
europe,spai003p,Latewood Percent,Bosque de Rabassa,PIMU,2100,4232,-130,1793,1977,Fritz Schweingruber
europe,spai003x,Maximum Density,Bosque de Rabassa,PIMU,2100,4232,-130,1793,1977,Fritz Schweingruber
europe,spai004,Ring Width,"Las Blancas, Jaca",PIMU,1760,4241,-34,1808,1977,Fritz Schweingruber
europe,spai004e,Earlywood Width,"Las Blancas, Jaca",PIMU,1760,4241,-34,1808,1977,Fritz Schweingruber
europe,spai004l,Latewood Width,"Las Blancas, Jaca",PIMU,1760,4241,-34,1808,1977,Fritz Schweingruber
europe,spai004n,Minimum Density,"Las Blancas, Jaca",PIMU,1760,4241,-34,1808,1977,Fritz Schweingruber
europe,spai004p,Latewood Percent,"Las Blancas, Jaca",PIMU,1760,4241,-34,1808,1977,Fritz Schweingruber
europe,spai004x,Maximum Density,"Las Blancas, Jaca",PIMU,1760,4241,-34,1808,1977,Fritz Schweingruber
europe,spai005,Ring Width,Alcala de Selva,PIMU,1960,4023,-40,1820,1977,Fritz Schweingruber
europe,spai005e,Earlywood Width,Alcala de Selva,PIMU,1960,4023,-40,1820,1977,Fritz Schweingruber
europe,spai005l,Latewood Width,Alcala de Selva,PIMU,1960,4023,-40,1820,1977,Fritz Schweingruber
europe,spai005n,Minimum Density,Alcala de Selva,PIMU,1960,4023,-40,1820,1977,Fritz Schweingruber
europe,spai005p,Latewood Percent,Alcala de Selva,PIMU,1960,4023,-40,1820,1977,Fritz Schweingruber
europe,spai005x,Maximum Density,Alcala de Selva,PIMU,1960,4023,-40,1820,1977,Fritz Schweingruber
europe,spai006,Ring Width,El Quintar,PISY,1900,4202,-242,1842,1977,Fritz Schweingruber
europe,spai006e,Earlywood Width,El Quintar,PISY,1900,4202,-242,1842,1977,Fritz Schweingruber
europe,spai006l,Latewood Width,El Quintar,PISY,1900,4202,-242,1842,1977,Fritz Schweingruber
europe,spai006n,Minimum Density,El Quintar,PISY,1900,4202,-242,1842,1977,Fritz Schweingruber
europe,spai006p,Latewood Percent,El Quintar,PISY,1900,4202,-242,1842,1977,Fritz Schweingruber
europe,spai006x,Maximum Density,El Quintar,PISY,1900,4202,-242,1842,1977,Fritz Schweingruber
europe,spai007,Ring Width,"Torrecilla, Ronda",ABPN,1650,3640,-505,1728,1982,Fritz Schweingruber
europe,spai007e,Earlywood Width,"Torrecilla, Ronda",ABPN,1650,3640,-505,1728,1982,Fritz Schweingruber
europe,spai007l,Latewood Width,"Torrecilla, Ronda",ABPN,1650,3640,-505,1728,1982,Fritz Schweingruber
europe,spai007n,Minimum Density,"Torrecilla, Ronda",ABPN,1650,3640,-505,1728,1982,Fritz Schweingruber
europe,spai007p,Latewood Percent,"Torrecilla, Ronda",ABPN,1650,3640,-505,1728,1982,Fritz Schweingruber
europe,spai007x,Maximum Density,"Torrecilla, Ronda",ABPN,1650,3640,-505,1728,1982,Fritz Schweingruber
europe,spai008,Ring Width,TAJO,PINI,1750,4052,-208,1610,1988,"Genova Fuster, Fernandez Cancio, Perez Antelo"
europe,spai009,Ring Width,BOQUERON,PINI,1250,4021,-208,1688,1988,"Genova Fuster, Fernandez Cancio, Perez Antelo"
europe,spai010,Ring Width,TIERRA MUERTA,PINI,1350,4018,-208,1615,1988,"Genova Fuster, Fernandez Cancio, Perez Antelo"
europe,spai011,Ring Width,TORRETON,PINI,1500,4011,-205,1485,1988,"Genova Fuster, Fernandez Cancio, Perez Antelo"
europe,spai012,Ring Width,SIETE PICOS,PISY,1950,4052,-406,1527,1988,"Genova Fuster, M. , Fernandez Cancio, A."
europe,spai013,Ring Width,NAVAFRIA I,PISY,1900,4001,-7,1685,1992,"Yuste Herederu, I. , Fernandez Cancio, A."
europe,spai014,Ring Width,NAVAFRIA II,PISY,1630,4101,-7,1787,1992,"Yuste Herederu, I"
europe,spai015,Ring Width,NAVAFRIA III,PISY,1525,4101,-7,1791,1992,"Yuste Herederu, I"
europe,spai016,Ring Width,PENAHORCADA,PINI,1450,4029,-447,1667,1988,"Genova Fuster, M. , Fernandez Cancio, A."
europe,spai017,Ring Width,CERCELAS,PINI,1350,4026,-447,1754,1991,"Genova Fuster, M. , Fernandez Cancio, A."
europe,spai018,Ring Width,ANDRINAL,PINI,1500,4026,-456,1689,1989,"Genova Fuster, M. R"
europe,spai019,Ring Width,RISCOPOL,PINI,1600,4047,-400,1523,1988,"Genova Fuster, M. , Fernandez Cancio, A."
europe,spai020,Ring Width,PENOTA,PISY,1650,4040,-20,1763,1991,"Fernandez Cancio, A. , Genova Fuster, M."
europe,spai021,Ring Width,PEDRIZA,PISY,1650,4052,-412,1715,1988,"Genova Fuster, M. , Fernandez Cancio, A."
europe,spai022,Ring Width,ALBARRACIN - BEZAS,PIPI,1225,4018,-120,4018,-120,Klaus Richter
europe,spai023,Ring Width,"ALBARRACIN - VALDECUENCA, SCOTS AND AUSTRIAN PINE",MIX ,1550,4017,-127,4017,-127,Klaus Richter
europe,spai024,Ring Width,ANSO - ZURIZA,PISY,1275,4250,-47,4250,-47,Klaus Richter
europe,spai025,Ring Width,LAS BANAS I,PINI,1405,3757,-256,3757,-256,Klaus Richter
europe,spai026,Ring Width,PUERTO LLANO,PINI,1800,3749,-257,3749,-257,Klaus Richter
europe,spai027,Ring Width,CANADA DE LA FUENTE,PINI,1450,3750,-256,3750,-256,Klaus Richter
europe,spai028,Ring Width,LAS BANAS II,PIPI,1380,3758,-256,3758,-256,Klaus Richter
europe,spai029,Ring Width,CUENCA - BUENACHE,PINI,1385,4009,-154,4009,-154,Klaus Richter
europe,spai030,Ring Width,CUENCA - LAS MAJADAS,PISY,1400,4020,-159,4020,-159,Klaus Richter
europe,spai031,Ring Width,CUENCA - LAS TORCAS,PINI,1225,4000,-159,4000,-159,Klaus Richter
europe,spai032,Ring Width,CUENCA - VEGA DE CORDONO,PINI,1440,4026,-154,4026,-154,Klaus Richter
europe,spai033,Ring Width,GREDOS - HOYOS DE ESPINO,PISY,1465,4020,-510,4020,-510,Klaus Richter
europe,spai034,Ring Width,GREDOS - NAVARREDONDA,PISY,1470,4020,-508,4020,-508,Klaus Richter
europe,spai035,Ring Width,GUADARRAMA - CAMORCA,PISY,1550,4049,-403,4049,-403,Klaus Richter
europe,spai036,Ring Width,GUADARRAMA - INIESTO,PISY,1800,4048,-359,4048,-359,Klaus Richter
europe,spai037,Ring Width,GUADARRAMA - LOMA DE NORUEGO,PISY,1950,4047,-348,4047,-348,Klaus Richter
europe,spai038,Ring Width,GUADARRAMA - RASCAFRIA,PISY,1850,4048,-357,4048,-357,Klaus Richter
europe,spai039,Ring Width,GUDAR - FUENTENARICES,PINI,1450,4018,-44,4018,-44,Klaus Richter
europe,spai040,Ring Width,GUDAR - PRADILLO,PISY,1650,4018,-41,4018,-41,Klaus Richter
europe,spai041,Ring Width,GUDAR - LOS ROQUETAS,PINI,1475,4017,-42,4017,-42,Klaus Richter
europe,spai042,Ring Width,GUDAR - CANTAVIEJA,PISY,1750,4034,-29,4034,-29,Klaus Richter
europe,spai043,Ring Width,GUDAR - VILLARLUENGO,PINI,1500,4038,-29,4038,-29,Klaus Richter
europe,spai044,Ring Width,"HECHO - PUERTO DE ACHER, P. SYLVESTRIS + UNCINATA",MIX ,1625,4248,-42,4248,-42,Klaus Richter
europe,spai045,Ring Width,CUENCA - UNA (SITE 1),PINI,1385,4015,-156,4015,-156,Klaus Richter
europe,spai046,Ring Width,CUENCA - UNA (SITE 2),PINI,1440,4016,-156,4016,-156,Klaus Richter
europe,spai047,Ring Width,URBION - COVALEDA,PISY,1750,4159,-252,4159,-252,Klaus Richter
europe,spai048,Ring Width,URBION - DURUELO,PISY,1840,4201,-254,4201,-254,Klaus Richter
europe,spai049,Ring Width,URBION - QUINTENAR,PISY,1840,4202,-302,4202,-302,Klaus Richter
europe,spai050,Ring Width,URBION - VINUESA,PISY,1750,4200,-251,4200,-251,Klaus Richter
europe,spai051,Ring Width,VIELLA - MONTE DE VILACH,PISY,1920,4244,47,4244,47,Klaus Richter
europe,spai052,Ring Width,BURGOS - SAN ZANORDIL,PISY,880,4250,-310,4250,-310,Klaus Richter
europe,spai053,Ring Width,Sant Maurici,PIUN,2000,4230,130,1811,1996,"Paul Sheppard, Emilia Gutitrrez"
europe,spai054,Ring Width,"LA CAMARILLA, EL PROVENCIO, CUENCA  Disturbed Site",PIPN,700,3923,-238,1916,1999,Jose M. Briongos And Antonio Del Cerro Barja
europe,spai055,Ring Width,"LA CAMARILLA, EL PROVENCIO, CUENCA   Undisturbed",PIPN,700,3930,-240,1916,1999,Jose M. Briongos And Antonio Del Cerro Barja
europe,spai056,Ring Width,"PINAR VIEJO, SAN CLEMENTE, CUENCA",PIPN,720,3920,-225,1882,1999,J. M. Briongos And A. Cerro Barja
europe,spai057,Ring Width,Dehesa del Peral,PIPN,1055,4040,-246,1874,2001,J. M. Briongos A. Del Cerro Barja
europe,spai058e,Earlywood Width,"Calvero, S.d.Gredos",PISY,1400,4016,-536,1923,1977,Fritz Schweingruber
europe,spai058l,Latewood Width,"Calvero, S.d.Gredos",PISY,1400,4016,-536,1923,1977,Fritz Schweingruber
europe,spai058n,Minimum Density,"Calvero, S.d.Gredos",PISY,1400,4016,-536,1923,1977,Fritz Schweingruber
europe,spai058p,Latewood Percent,"Calvero, S.d.Gredos",PISY,1400,4016,-536,1923,1977,Fritz Schweingruber
europe,spai058w,Ring Width,"Calvero, S.d.Gredos",PISY,1400,4016,-536,1923,1977,Fritz Schweingruber
europe,spai058x,Maximum Density,"Calvero, S.d.Gredos",PISY,1400,4016,-536,1923,1977,Fritz Schweingruber
europe,spai059,Ring Width,La Pasadilla,PIPN,705,3917,-121,1907,2001,J. M. Briongos A. Cerro Barja
europe,spai060,Ring Width,Solano de la Vega High,PISY,1580,4023,-41,1931,2008,Gabriel Sanguesa J. Julio Camarero
europe,spai061,Ring Width,Solano de la Vega Low,PISY,1520,4023,-42,1937,2008,Gabriel Sanguesa J. Julio Camarero
europe,spai062,Ring Width,Puerto de Gudar Low,PISY,1500,4021,-41,1956,2008,Gabriel Sanguesa J. Julio Camarero
europe,spai063,Ring Width,Puerto de Gudar High,PISY,1660,4021,-42,1956,2008,Gabriel Sanguesa J. Julio Camarero
europe,spai064,Ring Width,Pico del Aguila,QUFG,1470,4219,-24,1972,2007,Arben Alla J. Julio Camarero
europe,spai065,Ring Width,Arguis,QUFG,1135,4219,-25,1966,2007,Arben Alla J. Julio Camarero
europe,spai066,Ring Width,Nueno,QUFG,700,4215,-25,1958,2007,Arben Alla J. Julio Camarero
europe,spai067,Ring Width,Alcubierre,QUFG,550,4149,-30,1948,2007,Arben Alla J. Julio Camarero
europe,spai068,Ring Width,Gaudarrama,PINI,1350,4040,-410,1556,2008,U. Buntgen L. Fernandez Dondo
europe,spai069,Ring Width,Port de Cabus,PIUN,2450,4232,125,1377,2005,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,spai069x,Maximum Density,Port de Cabus,PIUN,2450,4232,125,1377,2005,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,spai070,Ring Width,Pamplona,PISY,1400,4206,-108,1934,2005,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,spai071,Ring Width,Cercedilla Madrid,PISY,1850,4047,-402,1551,2008,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,spai072,Ring Width,Cercedilla Madrid VA,PISY,1850,4047,-402,1554,2008,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,spai073,Ring Width,Valde Hecho,PIUN,1600,4248,-44,1829,2005,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,svk001,Ring Width,DolinaMengusowska  gap,LADE,1450,4909,2004,1612,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,svk001x,Maximum Density,DolinaMengusowska  gap,LADE,1450,4909,2004,1612,2004,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,svk002,Ring Width,Kosodrovina,PCAB,1450,4856,1936,1869,2003,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,svk003,Ring Width,NovaPolinka,LADE,1550,4909,2001,1831,2003,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,svk004,Ring Width,NovaPolinka,PCAB,1550,4909,2001,1846,2003,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,svk005,Ring Width,Tale,PCAB,800,4852,1936,1891,2003,U. Buntgen J. Esper D. Frank D. Nievergelt A. Verstege
europe,svk006,Ring Width,Poprad,PISY,800,4855,2017,1734,2006,U. Buntgen R. Kaszka J. Esper D. Frank A. Verstege
europe,swed002,Ring Width,MUDDAS-2,PINE,1476,6651,2022,1532,1972,Harlan 73
europe,swed004,Ring Width,"MUDDAS NATIONAL PARK, SITE A",PINE,1476,6652,-2022,1572,1971,"Harlan, Jonnson 6 7 72"
europe,swed006,Ring Width,MUDDAS NATIONAL PARK,PINE,1247,6648,-2008,1647,1971,"Harlan, Jonnson 6 6 72"
europe,swed007,Ring Width,ARJEPLOG,PINE,1509,6620,1827,1600,1974,Jonsson 08 02 74
europe,swed008,Ring Width,OSTERSUND,PINE,1066,6249,1448,1671,1971,Harlan 06 01 72
europe,swed009,Ring Width,AROSJAKK,PINE,8202,6752,-1925,1614,1971,"Harlan, Jonnson 06 05 72"
europe,swed010,Ring Width,Nyteboda,PCAB,-999,5609,-1404,1815,1976,Fritz Schweingruber
europe,swed010e,Earlywood Width,Nyteboda,PCAB,-999,5609,-1404,1815,1976,Fritz Schweingruber
