lat,lon,region,species,elevation,start,end,source,name
46.2,7.38,europe,ABAL,1230,1876,1980,ITRDB,swit116
46.2,7.38,europe,PCAB,1230,1810,1980,ITRDB,swit117
46.2,7.38,europe,ABAL,1230,1809,1981,ITRDB,swit118
46.2,7.38,europe,ABAL,1240,1868,1980,ITRDB,swit119
46.2,7.38,europe,PCAB,1240,1788,1980,ITRDB,swit120
46.18,7.5,europe,ABAL,1510,1812,1980,ITRDB,swit121
46.18,7.5,europe,PCAB,1510,1793,1980,ITRDB,swit122
46.17,7.5,europe,ABAL,1740,1708,1980,ITRDB,swit123
46.17,7.5,europe,PCAB,1740,1707,1980,ITRDB,swit124
46.2,7.47,europe,ABAL,1850,1825,1980,ITRDB,swit125
46.2,7.47,europe,PCAB,1850,1769,1980,ITRDB,swit126
47.19,7.13,europe,PISY,660,1688,1982,ITRDB,swit128
47.15,7.32,europe,PISY,1220,1802,1982,ITRDB,swit129
46.07,7.11,europe,PCAB,1900,1772,1979,ITRDB,swit130
46.07,7.11,europe,PCAB,1570,1856,1979,ITRDB,swit131
46.08,7.1,europe,PISY,840,1840,1979,ITRDB,swit132
46.08,7.11,europe,PCAB,890,1837,1979,ITRDB,swit133
46.08,7.1,europe,PISY,880,1843,1979,ITRDB,swit134
46.08,7.11,europe,PCAB,1200,1833,1979,ITRDB,swit135
46.07,7.11,europe,PCAB,1520,1813,1979,ITRDB,swit136
46.08,7.11,europe,PISY,880,1826,1979,ITRDB,swit137
46.22,8.02,europe,PCAB,1800,1853,1973,ITRDB,swit138w
46.22,8.02,europe,LADE,1800,1877,1973,ITRDB,swit139w
46.24,8.01,europe,LADE,2000,1792,1974,ITRDB,swit140w
47.15,7.5,europe,ABAL,535,1861,1977,ITRDB,swit141w
47.15,7.5,europe,ABAL,535,1874,1977,ITRDB,swit142w
47.15,7.5,europe,PCAB,535,1843,1977,ITRDB,swit143w
47.09,7.48,europe,ABAL,675,1770,1977,ITRDB,swit144w
47.09,7.48,europe,PCAB,675,1808,1977,ITRDB,swit145w
45.56,9.01,europe,PCAB,1600,1917,1978,ITRDB,swit146w
47.09,7.26,europe,ABAL,555,1889,1979,ITRDB,swit147w
47.09,7.26,europe,ABAL,555,1899,1979,ITRDB,swit148w
47.09,7.26,europe,PCAB,555,1917,1979,ITRDB,swit149w
47.01,7.29,europe,ABAL,570,1900,1979,ITRDB,swit150w
47.01,7.29,europe,ABAL,570,1885,1979,ITRDB,swit151w
47.01,7.29,europe,PCAB,570,1904,1979,ITRDB,swit152w
47.1,7.2,europe,ABAL,450,1905,1979,ITRDB,swit153w
47.1,7.2,europe,PCAB,450,1905,1979,ITRDB,swit154w
47.02,7.24,europe,ABAL,560,1882,1979,ITRDB,swit155w
47.02,7.24,europe,ABAL,560,1877,1979,ITRDB,swit156w
47.02,7.24,europe,PCAB,560,1882,1979,ITRDB,swit157w
46.59,7.21,europe,ABAL,597,1887,1979,ITRDB,swit158w
46.07,7.11,europe,PISY,1540,1883,1979,ITRDB,swit159w
46.08,7.11,europe,PISY,1240,1776,1979,ITRDB,swit160w
46.08,7.11,europe,PCAB,1220,1880,1979,ITRDB,swit161w
46.52,7.41,europe,ABAL,875,1796,1979,ITRDB,swit162w
46.52,7.41,europe,PCAB,875,1841,1979,ITRDB,swit163w
47.19,7.13,europe,ABAL,620,1886,1982,ITRDB,swit164w
47.15,7.32,europe,PCAB,1180,1876,1982,ITRDB,swit165w
46.31,7.24,europe,PCAB,1900,1690,1986,ITRDB,swit166w
46.24,7.26,europe,PIMU,1900,1734,1986,ITRDB,swit167w
46.24,7.26,europe,LADE,1900,1681,1986,ITRDB,swit168w
46.24,7.26,europe,PCAB,1900,1532,1986,ITRDB,swit169w
46.16,5.56,europe,PIMU,1700,1671,1987,ITRDB,swit170w
46.26,8.52,europe,PCAB,1520,1695,1988,ITRDB,swit171w
46.42,7.46,europe,PISY,1560,1710,1988,ITRDB,swit172w
46.44,9.05,europe,PCAB,1520,1537,1995,ITRDB,swit173w
46.36,8.02,europe,PCAB,1700,1786,1995,ITRDB,swit174w
46.39,8.01,europe,PCAB,1960,1774,1995,ITRDB,swit175w
46.26,7.49,europe,PCAB,1900,1768,1998,ITRDB,swit176w
46.25,7.19,europe,PCAB,1250,982,1976,ITRDB,swit177w
47,7.34,europe,PISY,550,1714,1976,ITRDB,swit178w
46.46,9.49,europe,PCAB,1800,1733,2005,ITRDB,swit179
46.47,9.03,europe,PCAB,1600,1750,1999,ITRDB,swit180
46.47,9.53,europe,PCAB,1800,1668,1999,ITRDB,swit181
46.35,9.24,europe,PICE,2000,1704,2006,ITRDB,swit182
46.35,9.24,europe,LADE,2000,1807,2006,ITRDB,swit183
46.59,8.51,europe,PCAB,1550,1673,1999,ITRDB,swit184
46.38,9.47,europe,LADE,2065,1800,2007,ITRDB,swit185
46.38,9.46,europe,PCAB,1535,1736,2007,ITRDB,swit186
47.02,9.05,europe,PINI,620,1893,2007,ITRDB,swit187
46.18,7.34,europe,PISY,580,1866,2007,ITRDB,swit188
47.02,9.04,europe,PCAB,1500,1773,2007,ITRDB,swit189
46.33,8.49,europe,LADE,1800,1778,2008,ITRDB,swit190
46.33,8.49,europe,PICE,1800,1671,2008,ITRDB,swit191
46.37,9.12,europe,LADE,1900,1602,2008,ITRDB,swit192
46.37,9.12,europe,PCAB,1900,1715,2008,ITRDB,swit193
47,9,europe,PCAB,1500,1713,1835,ITRDB,swit194
47.29,8.41,europe,PISY,487,841,-12287,ITRDB,swit195
47.29,8.41,europe,PISY,487,841,-12287,ITRDB,swit196
47.29,8.41,europe,PISY,487,841,-12287,ITRDB,swit197
47.2,7.55,europe,FASY,475,1882,1994,ITRDB,swit199
47.2,7.55,europe,FASY,485,1857,1994,ITRDB,swit200
46.36,8.06,europe,PICE,1400,1813,1996,ITRDB,swit201
46.04,8.29,europe,FASY,1540,1872,1987,ITRDB,swit202
47.03,8.43,europe,PCAB,1156,1791,1998,ITRDB,swit203
46.53,6.34,europe,PCAB,970,1800,1990,ITRDB,swit204
46.53,6.34,europe,ABAL,970,1830,1990,ITRDB,swit205
47.28,8.18,europe,PCAB,400,1907,1995,ITRDB,swit206
46.09,7.11,europe,FASY,880,1890,1988,ITRDB,swit207
47.12,9.29,europe,QUSP,445,1908,1999,ITRDB,swit208
46.23,8.06,europe,PISY,1450,1701,2005,ITRDB,swit209
47.16,7.56,europe,ABAL,570,1806,1994,ITRDB,swit210
47.1,7.15,europe,ABAL,670,1829,1992,ITRDB,swit211
47.1,7.15,europe,FASY,670,1890,1992,ITRDB,swit212
47.28,7.1,europe,QUSP,450,1833,1999,ITRDB,swit213
46,8.52,europe,CASA,720,1941,1997,ITRDB,swit214
48,7.46,europe,PCAB,1515,1739,1998,ITRDB,swit215
47.08,7.23,europe,QURO,480,1886,1995,ITRDB,swit216
47.08,7.23,europe,QUSP,480,1888,1995,ITRDB,swit217
46.58,6.49,europe,QUSP,585,1767,1996,ITRDB,swit218
46.29,9.53,europe,PICE,1800,1713,2002,ITRDB,swit219
47.04,6.13,europe,FASY,1370,1859,1987,ITRDB,swit220
46.27,8.49,europe,ABAL,1357,1843,1996,ITRDB,swit221
46.27,8.49,europe,PCAB,1357,1824,1996,ITRDB,swit222
46.3,9.53,europe,PICE,1871,1768,1998,ITRDB,swit223
46.09,8.59,europe,CASA,570,1964,2000,ITRDB,swit224
46.09,8.59,europe,LADE,610,1957,1999,ITRDB,swit225
46.09,8.59,europe,PCAB,760,1968,2000,ITRDB,swit226
46.09,8.59,europe,PIST,565,1963,2000,ITRDB,swit227
46.09,8.59,europe,PISY,580,1963,2000,ITRDB,swit228
47.16,7.27,europe,PCAB,790,1901,1995,ITRDB,swit229
46.21,8.36,europe,QUPE,900,1562,2002,ITRDB,swit230
46.23,8.06,europe,PISY,1080,1841,2005,ITRDB,swit231
47.24,8.24,europe,QUPE,420,1941,1995,ITRDB,swit232
47.24,8.24,europe,QURO,420,1927,1995,ITRDB,swit233
47.36,8.31,europe,PISY,411,1917,1995,ITRDB,swit234
47.36,8.31,europe,QUSP,410,1971,1992,ITRDB,swit235
47.31,8.37,europe,FASY,585,1865,1997,ITRDB,swit236
46.17,8.29,europe,FASY,930,1924,1987,ITRDB,swit237
46.04,8.3,europe,FASY,825,1938,1987,ITRDB,swit238
46.04,8.31,europe,FASY,1250,1920,1987,ITRDB,swit239
47.18,7.26,europe,PISY,760,1915,1994,ITRDB,swit241
46.57,7.1,europe,FASY,445,1910,1991,ITRDB,swit242
46.57,7.1,europe,QURO,445,1905,1991,ITRDB,swit243
46.27,8.12,europe,FASY,1320,1796,1987,ITRDB,swit244
46.07,8.48,europe,CASA,660,1956,1998,ITRDB,swit245
46.28,8.12,europe,FASY,1390,1849,1987,ITRDB,swit246
47.35,9.16,europe,FASY,507,1927,1991,ITRDB,swit247
47.35,9.16,europe,FREX,507,1949,1991,ITRDB,swit248
47.35,9.16,europe,PCAB,507,1968,1991,ITRDB,swit249
47.35,9.16,europe,QUPE,507,1931,1991,ITRDB,swit250
47.35,9.16,europe,QURO,507,1932,1991,ITRDB,swit251
47.35,9.16,europe,ULSP,507,1946,1991,ITRDB,swit252
47.23,8.06,europe,PCAB,1020,1902,1996,ITRDB,swit253
47.23,8.06,europe,PICE,1020,1939,1996,ITRDB,swit254
46.18,7.43,europe,LADE,900,1794,2005,ITRDB,swit255
46.18,7.43,europe,PCAB,900,1878,2005,ITRDB,swit256
46.18,7.43,europe,LADE,900,1777,2005,ITRDB,swit257
47.03,8.43,europe,PCAB,1200,1825,2001,ITRDB,swit258
46.08,9.01,europe,FASY,1207,1917,1996,ITRDB,swit259
46.12,7.43,europe,LADE,1500,1848,2005,ITRDB,swit260
46.14,6.17,europe,PPTM,500,1944,1998,ITRDB,swit261
46.14,6.17,europe,QUSP,500,1916,1998,ITRDB,swit262
46.14,6.16,europe,PPTM,480,1938,1998,ITRDB,swit263
46.14,6.16,europe,QURO,480,1916,1998,ITRDB,swit264
47,7.21,europe,FASY,630,1879,1987,ITRDB,swit265
46.59,9.06,europe,PCAB,1330,1865,1994,ITRDB,swit266
47.01,7.2,europe,FASY,700,1825,1987,ITRDB,swit267
47.23,8.19,europe,ABAL,385,1871,1996,ITRDB,swit268
46.51,9.28,europe,PISY,1300,1816,2009,ITRDB,swit269
46.47,9.11,europe,QUPE,1000,1876,2009,ITRDB,swit270
46.5,9.26,europe,QUPE,620,1810,2009,ITRDB,swit271
46.26,9.47,europe,LADE,2100,1739,2011,ITRDB,swit272
46.26,9.47,europe,PICE,2100,1741,2011,ITRDB,swit273
46.26,9.47,europe,LADE,1850,1691,2011,ITRDB,swit274
46.26,9.47,europe,PICE,1850,1700,2011,ITRDB,swit275
46.54,9.32,europe,PISY,560,1863,2009,ITRDB,swit276
47.12,7,europe,PCAB,1020,1808,1993,ITRDB,swit277
47.03,6.48,europe,PCAB,1180,1853,1995,ITRDB,swit278
46.35,7.59,europe,PCAB,1850,1670,2011,ITRDB,swit279
46.35,7.58,europe,PICE,1900,1546,2011,ITRDB,swit280
46.32,8.5,europe,PICE,1920,1707,2012,ITRDB,swit281
46.32,8.5,europe,PIMG,1920,1761,2012,ITRDB,swit282
46.4,10.13,europe,PIMG,2000,1681,2008,ITRDB,swit283
46.16,7.26,europe,PISY,1064,1820,1997,ITRDB,swit284
46.52,6.33,europe,PCAB,1360,1829,1993,ITRDB,swit285
46.34,6.13,europe,ABAL,1340,1931,1994,ITRDB,swit286
46.34,6.13,europe,PCAB,1340,1720,1994,ITRDB,swit287
46.58,7.46,europe,ABAL,910,1764,1990,ITRDB,swit288
46.27,7.5,europe,LADE,1700,1258,1940,ITRDB,swit289
47.03,6.47,europe,PCAB,1110,1863,1992,ITRDB,swit290
46.52,6.33,europe,PCAB,1330,1750,1995,ITRDB,swit291
46.26,7.49,europe,LADE,2000,1682,1998,ITRDB,swit292
46.28,7.51,europe,LADE,2200,1508,2004,ITRDB,swit293
46.35,6.4,europe,ABAL,804,1842,1998,ITRDB,swit294
46.35,6.4,europe,FASY,804,1838,1998,ITRDB,swit295
46.35,6.4,europe,PCAB,804,1861,1998,ITRDB,swit296
46.57,7.4,europe,ABAL,920,1825,1989,ITRDB,swit297
46.57,7.4,europe,FASY,920,1920,1989,ITRDB,swit298
46.57,7.4,europe,PCAB,920,1878,1989,ITRDB,swit299
47.12,6.52,europe,PCAB,1025,1852,1995,ITRDB,swit300
46.58,7.46,europe,ABAL,910,1764,1990,ITRDB,swit301
46.1,7.11,europe,FASY,1240,1798,1987,ITRDB,swit302
47.25,7.2,europe,PCAB,750,1876,1995,ITRDB,swit303
46.01,8.52,europe,CASA,650,1914,1995,ITRDB,swit304
46,8.52,europe,CASA,726,1956,1995,ITRDB,swit305
46.48,7.44,europe,ABAL,930,1798,1996,ITRDB,swit306
46.49,7.36,europe,ABAL,575,1735,1990,ITRDB,swit307
46.12,7.09,europe,ABAL,1500,1832,2005,ITRDB,swit309
46.12,7.09,europe,LADE,1500,1821,2005,ITRDB,swit310
46.12,7.09,europe,LADE,1500,1825,2005,ITRDB,swit311
45.59,8.52,europe,CASA,630,1944,2003,ITRDB,swit312
45.59,8.52,europe,CASA,631,1940,2004,ITRDB,swit313
47.18,7.24,europe,FASY,1080,1842,1987,ITRDB,swit314
46.31,9.52,europe,PICE,2042,1745,1999,ITRDB,swit315
46.32,9.54,europe,PICE,2310,1889,1999,ITRDB,swit316
46.47,6.55,europe,QUPE,475,1923,1991,ITRDB,swit317
46.47,6.55,europe,QURO,475,1938,1991,ITRDB,swit318
46.47,6.55,europe,PCAB,475,1903,1995,ITRDB,swit319
46.09,7.13,europe,LADE,860,1877,2005,ITRDB,swit320
46.09,7.13,europe,PISY,860,1887,2005,ITRDB,swit321
47.29,7.56,europe,FASY,650,1801,1997,ITRDB,swit322
46.29,7.13,europe,ABAL,1185,1844,1995,ITRDB,swit323
46.29,7.13,europe,PCAB,1185,1831,1995,ITRDB,swit324
46.5,7.46,europe,ABAL,1060,1772,1995,ITRDB,swit325
46.5,7.46,europe,PCAB,1060,1867,1995,ITRDB,swit326
46.23,8.06,europe,LADE,1260,1872,2005,ITRDB,swit327
46.23,8.06,europe,PISY,1260,1819,2005,ITRDB,swit328
46.16,7.02,europe,PCAB,1440,1906,2005,ITRDB,swit329
46.16,7.02,europe,PISY,1440,1819,2005,ITRDB,swit330
46.28,9.11,europe,LADE,1660,1832,2005,ITRDB,swit331
46.28,9.11,europe,PCAB,1660,1827,2005,ITRDB,swit332
46.1,7.11,europe,FASY,1100,1852,1987,ITRDB,swit333
46.44,7.45,europe,PCAB,1380,1773,1997,ITRDB,swit334
47.16,8.34,europe,QUPE,580,1855,2006,ITRDB,swit335
46.28,9.47,europe,PICE,2100,1601,2002,ITRDB,swit336
46.29,9.53,europe,PICE,2200,1662,2001,ITRDB,swit337
46.26,9.47,europe,LADE,1800,1714,1996,ITRDB,swit338
46.26,9.47,europe,PICE,1800,1770,1996,ITRDB,swit339
46.44,7.45,europe,PCAB,1400,1711,1997,ITRDB,swit340
47.15,8.34,europe,FASY,650,1906,1989,ITRDB,swit341
47.03,6.48,europe,FASY,630,1890,1987,ITRDB,swit342
47.03,6.54,europe,FASY,560,1844,1987,ITRDB,swit343
46.11,8.53,europe,CASA,560,1955,2006,ITRDB,swit344
46.11,8.53,europe,FASY,560,1908,2007,ITRDB,swit345
46.11,8.53,europe,QUPE,560,1956,2006,ITRDB,swit346
46.41,10.22,europe,PICE,2200,1478,2002,ITRDB,swit347
46.3,8.46,europe,PISY,1400,1622,2002,ITRDB,swit348
47.16,7.53,europe,ABAL,460,1895,1992,ITRDB,swit349
47.16,7.53,europe,FASY,460,1911,1992,ITRDB,swit350
46.18,7.52,europe,PISY,704,1932,1996,ITRDB,swit352
47.39,8.45,europe,CPBE,445,1934,1998,ITRDB,swit353
47.39,8.45,europe,FASY,445,1899,1998,ITRDB,swit354
47.39,8.45,europe,FREX,445,1937,1998,ITRDB,swit355
47.39,8.45,europe,PCAB,445,1879,1998,ITRDB,swit356
47.23,8.27,europe,QUPU,550,1956,1998,ITRDB,swit357
47.17,7.53,europe,ABAL,476,1918,1995,ITRDB,swit358
47.17,7.53,europe,QUPE,476,1810,1996,ITRDB,swit359
46.42,9.43,europe,LADE,1370,1804,1995,ITRDB,swit360
47.06,7.29,europe,QUSP,482,1855,2008,ITRDB,swit361
47.31,8.44,europe,QUSP,505,1889,1991,ITRDB,swit362
47.31,8.44,europe,FASY,505,1890,1991,ITRDB,swit363
46.19,7.34,europe,QUPE,880,1952,2006,ITRDB,swit364
47.26,7.41,europe,PISY,660,1929,1996,ITRDB,swit365
47.21,8.35,europe,LADE,570,1836,1983,ITRDB,swit366
47.18,7.58,europe,FASY,510,1906,1997,ITRDB,swit367
40,31.05,europe,PINI,1400,1292,2001,ITRDB,turk001
40.34,39.17,europe,ABNO,1300,1582,1988,ITRDB,turk002
40.34,39.17,europe,PCOR,1300,1686,1989,ITRDB,turk003
40.34,39.17,europe,PISY,1300,1717,1988,ITRDB,turk004
36.4,29.55,europe,CDLI,1800,1370,1988,ITRDB,turk005
36.4,29.55,europe,JUSP,1800,1360,1988,ITRDB,turk006
41,29,europe,QUSP,150,1770,1984,ITRDB,turk007
41.12,32.18,europe,QUHA,1140,1624,2005,ITRDB,turk008
40.2,42.35,europe,PISY,2600,1690,1992,ITRDB,turk009
39.48,27.08,europe,PINI,1200,1556,1999,ITRDB,turk010
37.14,28.23,europe,PINI,1200,1568,1999,ITRDB,turk011
38.02,31.48,europe,CDLI,1400,1551,1998,ITRDB,turk012
37.25,30.17,europe,PINI,1601,1511,2001,ITRDB,turk013
37.25,30.18,europe,JUEX,1862,1246,2000,ITRDB,turk014
37.24,30.38,europe,PIBR,1156,1730,2000,ITRDB,turk015
36.36,30.01,europe,JUEX,1930,1017,2006,ITRDB,turk016
36.36,30.01,europe,CDLI,1937,1449,2000,ITRDB,turk017
37.05,30.31,europe,JUEX,1047,1152,2000,ITRDB,turk018
37.23,30.36,europe,CDLI,1469,1693,2000,ITRDB,turk019
36.39,32.12,europe,PINI,1633,1586,2000,ITRDB,turk020
36.39,32.11,europe,CDLI,1723,1628,2000,ITRDB,turk021
40.33,41.59,europe,PISY,2100,1717,2001,ITRDB,turk022
36.27,32.31,europe,PINI,1580,1444,2003,ITRDB,turk023
36.27,32.31,europe,ABCI,1770,1797,2003,ITRDB,turk024
36.27,32.31,europe,CDLI,1770,1423,2003,ITRDB,turk025
36.13,32.31,europe,JUSP,1680,1728,2003,ITRDB,turk026
39.55,28.33,europe,QUSP,750,1773,2004,ITRDB,turk027
41.12,32.37,europe,QUPE,900,1699,2004,ITRDB,turk028
39.38,30,europe,JUSP,800,737,1599,ITRDB,turk029
39.17,28.56,europe,PINI,1600,1771,2002,ITRDB,turk030
37.38,35.26,europe,PINI,1500,1475,2001,ITRDB,turk031
37.02,30.28,europe,PIBR,700,1738,2001,ITRDB,turk032
37.3,32.3,europe,PINI,1500,1567,1995,ITRDB,turk033
41.3,33,europe,QUSP,1050,1607,2001,ITRDB,turk034
37,34.3,europe,JUEX,,1017,2001,ITRDB,turk035
37.09,30.31,europe,PIBR,1047,1695,2000,ITRDB,turk036
39.2,29.05,europe,PINI,1650,1794,2002,ITRDB,turk037
39.14,28.47,europe,PINI,1480,1792,2004,ITRDB,turk039
37.16,34.33,europe,JUEX,1800,1330,2001,ITRDB,turk040
37.16,34.33,europe,JUEX,1790,1350,2001,ITRDB,turk041
37.12,34.28,europe,JUEX,1725,1235,2001,ITRDB,turk042
37.47,38.52,europe,QUSP,600,-1289,-1066,ITRDB,turk043
38.29,33.4,europe,JUSP,956,RY566,735,ITRDB,turk044
37.44,32.38,europe,JUSP,1010,RY436,699,ITRDB,turk045
37.31,34.3,europe,JUSP,1450,RY618,964,ITRDB,turk046
39.01,35.46,europe,JUSP,1370,RY468,672,ITRDB,turk047
41.18,41.54,europe,ABNO,1600,1498,2007,ITRDB,turk048
40.53,31.4,europe,PISY,1702,1752,2009,ITRDB,turk049
39.53,29.5,europe,PINI,1240,1721,2008,ITRDB,turk050
37.49,35.17,europe,PINI,1884,1532,2010,ITRDB,turk051
41.11,34.28,europe,PINI,1522,1307,2003,ITRDB,turk052
37.52,36.21,europe,PINI,1367,1537,2010,ITRDB,turk053
41.13,34.47,europe,PINI,1300,1663,2004,ITRDB,turk054
39.57,31.12,europe,PINI,1558,1630,2005,ITRDB,turk055
48.09,24.31,europe,PCAB,1430,1676,2003,ITRDB,ukr001
46.28,13.45,europe,PCAB,1600,1757,1981,ITRDB,yugo001
44.5,15,europe,PCAB,1550,1868,1981,ITRDB,yugo002
44.18,17.35,europe,PCAB,1600,1823,1981,ITRDB,yugo003
43.45,18.38,europe,PCAB,1700,1736,1981,ITRDB,yugo004
42.38,19.56,europe,PCOM,1750,1856,1981,ITRDB,yugo005
41.01,21.11,europe,PIPE,1900,1837,1981,ITRDB,yugo006
43.21,18.39,europe,PINI,800,1668,1981,ITRDB,yugo007
31.54,-115.56,mexico,PIJE,1580,1786,1995,ITRDB,mexi019
30.58,-115.3,mexico,PIJE,2400,1560,1995,ITRDB,mexi020
19.35,-103.37,mexico,PIHR,3700,1553,1997,ITRDB,mexi021
26.24,-106.05,mexico,PSME,3170,1376,1993,ITRDB,mexi022
26.24,-106.05,mexico,PSME,3170,1376,1993,ITRDB,mexi023
24.5,-100.04,mexico,PSME,2500,1845,1995,ITRDB,mexi024
27.42,-107.37,mexico,PSME,2200,1644,1993,ITRDB,mexi025
20.24,-98.28,mexico,PSME,2580,1726,1998,ITRDB,mexi026
23.45,-105.45,mexico,PSME,2591,1481,1993,ITRDB,mexi027
28.2,-108,mexico,PSME,2250,1583,1993,ITRDB,mexi028
16.36,-96.54,mexico,TAMU,1493,1462,2000,ITRDB,mexi029
25.16,-100.29,mexico,PSME,3300,1780,1999,ITRDB,mexi030
30.24,-108.24,mexico,PSME,2070,1621,1993,ITRDB,mexi031
28.2,-109.03,mexico,ABSP,2160,1806,1993,ITRDB,mexi032
23.06,-99.14,mexico,PIMZ,1800,1772,1995,ITRDB,mexi034
23.09,-99.09,mexico,TAMU,317,1474,1995,ITRDB,mexi035
21.41,-99.47,mexico,TAMU,820,1574,1996,ITRDB,mexi036
19.32,-97.53,mexico,PSME,3120,1699,2000,ITRDB,mexi037
16.36,-96.54,mexico,TAMU,1493,1719,2005,ITRDB,mexi038
19.4,-98.52,mexico,TAMU,2292,1842,2001,ITRDB,mexi041
16.24,-92.03,mexico,PIMZ,2187,1865,2006,ITRDB,mexi042
25.04,-106.18,mexico,PIPO,2000,1675,1993,ITRDB,mexi043
17.1,-96.38,mexico,PSME,2550,1561,2000,ITRDB,mexi044
19.1,-97.19,mexico,PSME,3154,1474,2004,ITRDB,mexi045
17.11,-96.37,mexico,PSME,2592,1774,2000,ITRDB,mexi046
20.21,-100.07,mexico,TAMU,1970,771,2008,ITRDB,mexi047
21.46,-102.22,mexico,TAMU,1690,1780,2004,ITRDB,mexi048
26.28,-106.22,mexico,PCCH,2240,1753,2011,ITRDB,mexi049
28.01,-107.49,mexico,PSME,2285,1880,2010,ITRDB,mexi050
28.07,-107.57,mexico,PSME,2781,1669,2002,ITRDB,mexi051
29.19,-108.13,mexico,PSME,2740,1774,2010,ITRDB,mexi052
28.05,-107.52,mexico,PSME,2420,1715,2010,ITRDB,mexi053
29.18,-108.12,mexico,PSME,2820,1774,2001,ITRDB,mexi054
30.33,-108.37,mexico,PSME,2665,1598,2008,ITRDB,mexi055
25.56,-107.01,mexico,PSME,2950,1657,2005,ITRDB,mexi056
28.37,-108.16,mexico,PSME,1920,1534,2012,ITRDB,mexi057
25.14,-103.55,mexico,PSME,2990,1700,2001,ITRDB,mexi058
25.17,-100.55,mexico,PICM,2314,1595,2012,ITRDB,mexi059
25.21,-100.53,mexico,PICM,,1845,2006,ITRDB,mexi060
25.12,-100.5,mexico,PICM,2087,1869,2006,ITRDB,mexi061
25.21,-100.53,mexico,PIGR,2500,1890,2012,ITRDB,mexi062
25.16,-100.3,mexico,PSME,,1776,2001,ITRDB,mexi063
27.02,-102.21,mexico,PSME,2050,1780,2003,ITRDB,mexi064
25.14,-100.22,mexico,PSME,2139,1680,2007,ITRDB,mexi065
25.22,-100.33,mexico,PICU,3570,1805,2007,ITRDB,mexi066
25.05,-104.16,mexico,TAMU,1574,1800,2006,ITRDB,mexi067
25.25,-105.32,mexico,PSME,2790,1709,2004,ITRDB,mexi068
25.03,-106.04,mexico,PSME,3039,1770,2008,ITRDB,mexi069
24.37,-105.06,mexico,PSME,3170,1675,2001,ITRDB,mexi070
23.27,-104.5,mexico,PSME,2980,1681,2001,ITRDB,mexi071
25.59,-103.14,mexico,TAMU,2665,1834,2010,ITRDB,mexi072
23.4,-105.26,mexico,PSME,2700,1650,2004,ITRDB,mexi073
26.22,-106.05,mexico,PSME,3180,1436,2006,ITRDB,mexi074
26.11,-106.21,mexico,PSME,2900,1418,2005,ITRDB,mexi075
24.05,-105.44,mexico,PSME,1631,1552,2006,ITRDB,mexi076
23.45,-105.35,mexico,PSME,1736,1680,2007,ITRDB,mexi077
25.57,-106.21,mexico,PSME,1950,1449,2002,ITRDB,mexi078
23.3,-104.32,mexico,PSME,2300,1770,2012,ITRDB,mexi079
25.09,-106.23,mexico,PSME,2500,1651,1993,ITRDB,mexi080
25.35,-104.59,mexico,TAMU,1430,1210,2008,ITRDB,mexi081
25.34,-105.57,mexico,PSME,2730,1693,2003,ITRDB,mexi082
24.19,-105.55,mexico,PSME,1284,1573,2007,ITRDB,mexi083
23.24,-104.06,mexico,PSME,2580,1835,2009,ITRDB,mexi084
23.32,-105.02,mexico,PSME,2408,1875,2012,ITRDB,mexi085
25.34,-106.2,mexico,PSME,2580,1724,2003,ITRDB,mexi086
20.09,-100.32,mexico,TAMU,1995,1880,2007,ITRDB,mexi087
20.39,-101.53,mexico,TAMU,1721,1770,2006,ITRDB,mexi088
20.12,-98.43,mexico,PSME,2319,1905,2001,ITRDB,mexi089
20.34,-102.27,mexico,TAMU,1680,1826,2006,ITRDB,mexi090
20.22,-103.18,mexico,TAMU,1654,1810,2008,ITRDB,mexi091
20.06,-103.03,mexico,TAMU,1414,1850,2008,ITRDB,mexi092
24.44,-100.07,mexico,PICM,1265,1841,2010,ITRDB,mexi093
25.53,-100.14,mexico,PIHR,1329,1420,2009,ITRDB,mexi094
23.49,-99.5,mexico,PSME,3200,1450,2013,ITRDB,mexi095
24.52,-100.14,mexico,PICU,3560,1796,2010,ITRDB,mexi096
19.31,-97.47,mexico,PSME,2840,1902,2010,ITRDB,mexi097
19.08,-97.19,mexico,PSME,3010,1656,2010,ITRDB,mexi098
29.57,-107.05,mexico,PIAZ,2350,1739,1995,ITRDB,mexi099
19.33,-97.54,mexico,PSME,2767,1690,2009,ITRDB,mexi100
19.32,-97.55,mexico,PSME,2845,1719,2007,ITRDB,mexi101
19.24,-97.44,mexico,PICM,2582,1873,2008,ITRDB,mexi102
19,-97.19,mexico,PIHR,1890,1546,2009,ITRDB,mexi103
23.13,-103.57,mexico,PSME,2758,1834,2001,ITRDB,mexi104
23.35,-109.59,mexico,PICM,2300,1833,1997,ITRDB,mexi105
31,-115.33,mexico,ABCO,2522,1650,2010,ITRDB,mexi106
31,-115.33,mexico,PIJE,2522,1449,2010,ITRDB,mexi107
31,-115.33,mexico,PILA,2522,1576,2010,ITRDB,mexi108
16.11,-92.11,mexico,TAMU,1380,1284,2009,ITRDB,mexi109
16.12,-92.16,mexico,TAMU,1000,1701,2009,ITRDB,mexi110
15.46,-91.51,mexico,TAMU,700,1800,2009,ITRDB,mexi111
15.55,-91.49,mexico,TAMU,642,1515,2009,ITRDB,mexi112
