lat,lon,region,species,elevation,start,end,source,name
49.36,-114.36,canada,PIFL,1384,1450,2004,ITRDB,cana335
49.54,-114.12,canada,PSME,1331,1203,2007,ITRDB,cana336
51.08,-114.59,canada,PSME,1320,1597,2003,ITRDB,cana337
51.18,-114.42,canada,PSME,1351,1341,2004,ITRDB,cana338
49.54,-114.06,canada,PSME,1575,1525,2004,ITRDB,cana339
62,-128.18,canada,PCMA,500,1703,2001,ITRDB,cana340
62.02,-128.16,canada,PCMA,1200,1666,2001,ITRDB,cana341
62.02,-128.16,canada,PCMA,1200,1709,2001,ITRDB,cana342
49.54,-114.24,canada,PSME,1648,1618,2004,ITRDB,cana343
56.38,-119.37,canada,PIBN,516,1860,2006,ITRDB,cana344
49.58,-114.05,canada,PSME,1706,1734,2003,ITRDB,cana346
49.54,-114.12,canada,PSME,1602,1509,2004,ITRDB,cana347
54.45,-115.37,canada,PCGL,,1752,2004,ITRDB,cana348
54.45,-115.37,canada,PIBN,,1733,2004,ITRDB,cana349
52.04,-116.26,canada,PSME,1560,1496,2007,ITRDB,cana350
52.41,-118.2,canada,PIAL,1850,1104,1996,ITRDB,cana351
50.45,-115.19,canada,LALY,2300,1069,1993,ITRDB,cana352
49.34,-116.05,canada,PIAL,1850,932,1999,ITRDB,cana353
61.02,-138.3,canada,PCGL,800,913,2001,ITRDB,cana354
51.21,-116.13,canada,LALY,2200,1152,1994,ITRDB,cana355
51.41,-116.3,canada,PIAL,1950,1000,1999,ITRDB,cana356
52.09,-117.05,canada,PIAL,1850,950,1998,ITRDB,cana357
59.56,-136.48,canada,PCSI,931,1609,2003,ITRDB,cana358
59.46,-136.36,canada,PCSI,915,1572,2003,ITRDB,cana359
60.08,-136.58,canada,PCSI,882,1813,2003,ITRDB,cana360
59.33,-136.28,canada,PCSI,790,1719,2003,ITRDB,cana361
60.01,-136.52,canada,PCSI,883,1781,2003,ITRDB,cana362
59.33,-136.28,canada,PCSI,708,1717,2003,ITRDB,cana363
59.12,-129.39,canada,ABLA,1400,1767,2002,ITRDB,cana364
59.31,-133.3,canada,ABLA,1400,1752,1999,ITRDB,cana365
60.36,-135.04,canada,ABLA,1070,1764,2003,ITRDB,cana366
59.19,-129.29,canada,ABLA,1460,1802,2002,ITRDB,cana367
59.19,-129.3,canada,ABLA,1360,1748,2002,ITRDB,cana368
59.11,-129.4,canada,ABLA,1316,1738,2002,ITRDB,cana369
54.42,-127.28,canada,ABLA,1400,1623,2002,ITRDB,cana370
60.16,-134.11,canada,ABLA,1150,1749,2002,ITRDB,cana371
60.32,-128.51,canada,ABLA,1193,1496,2002,ITRDB,cana372
51.21,-116.13,canada,ABLA,2200,1725,1986,ITRDB,cana373
59.19,-129.5,canada,ABLA,1343,1726,2002,ITRDB,cana374
60.34,-133.05,canada,ABLA,1176,1796,2002,ITRDB,cana375
60.1,-129.59,canada,ABLA,1355,1862,2002,ITRDB,cana376
60.06,-130.4,canada,ABLA,1300,1737,1999,ITRDB,cana377
61.22,-128.21,canada,ABLA,1450,1697,2002,ITRDB,cana378
59.43,-133.22,canada,ABLA,1380,1756,1999,ITRDB,cana379
59.58,-131.18,canada,ABLA,1150,1848,2002,ITRDB,cana380
54.46,-127.16,canada,ABLA,1465,1670,2002,ITRDB,cana381
59.36,-133.24,canada,ABLA,1350,1645,1999,ITRDB,cana382
63.5,-137.23,canada,ABLA,1205,1765,2001,ITRDB,cana383
60.07,-134.21,canada,ABLA,1330,1670,2003,ITRDB,cana384
54.43,-127.28,canada,ABLA,1830,1718,2002,ITRDB,cana385
55.23,-127.02,canada,ABLA,1490,1742,2002,ITRDB,cana386
60.39,-135.1,canada,ABLA,1160,1828,2003,ITRDB,cana387
53.46,-127.17,canada,PICO,1220,1508,2002,ITRDB,cana388
60.34,-134.41,canada,PICO,670,1849,1999,ITRDB,cana389
54.49,-127.17,canada,TSME,1400,1711,2002,ITRDB,cana390
49.37,-116.39,canada,TSME,2000,1789,1997,ITRDB,cana391
56.03,-130.01,canada,TSME,1230,1419,2002,ITRDB,cana392
56.08,-130.03,canada,TSME,920,1671,2002,ITRDB,cana393
59.33,-136.28,canada,TSME,2000,1865,2003,ITRDB,cana394
51.39,-116.41,canada,PIAL,2050,1519,1999,ITRDB,cana395
50.35,-116.17,canada,PIAL,2200,1489,1999,ITRDB,cana396
50.12,-115.13,canada,PIAL,2250,1720,1999,ITRDB,cana397
50.3,-116.2,canada,PIAL,2125,1390,1997,ITRDB,cana398
49.43,-115.35,canada,PIAL,2225,1477,1999,ITRDB,cana399
61.28,-139.16,canada,PCMA,880,1787,1986,ITRDB,cana4
50.15,-116.54,canada,PIAL,2100,1571,1999,ITRDB,cana400
51.06,-117.09,canada,PIAL,2350,1715,1999,ITRDB,cana401
49.38,-116.27,canada,PIAL,2250,1303,1999,ITRDB,cana402
50.38,-117.22,canada,PIAL,1975,1670,1999,ITRDB,cana403
49.1,-114.08,canada,LALY,2250,1415,1993,ITRDB,cana404
50.53,-116.44,canada,LALY,2300,1314,1993,ITRDB,cana405
51.03,-116.08,canada,LALY,2200,1365,1992,ITRDB,cana406
49.34,-116.05,canada,LALY,2025,1488,1999,ITRDB,cana408
49.41,-117.02,canada,LALY,2160,1504,2005,ITRDB,cana409
51.21,-116.13,canada,LALY,2200,1893,1986,ITRDB,cana411
49.04,-114.04,canada,LALY,2150,1361,1993,ITRDB,cana412
50.57,-115.12,canada,LALY,2250,1588,1987,ITRDB,cana413
50.56,-115.1,canada,LALY,2120,1534,1994,ITRDB,cana414
50.13,-114.33,canada,LALY,2200,1358,1993,ITRDB,cana415
49.47,-114.38,canada,LALY,2150,1712,1993,ITRDB,cana416
49.03,-114.03,canada,LALY,2150,1252,1990,ITRDB,cana417
49.2,-114.23,canada,LALY,2150,1460,1993,ITRDB,cana418
51.13,-116,canada,LALY,2250,1257,1990,ITRDB,cana419
49,-114.02,canada,LALY,2050,1432,1993,ITRDB,cana420
51.04,-115.47,canada,LALY,2250,1444,1990,ITRDB,cana421
49.5,-115.27,canada,LALY,2225,1244,1993,ITRDB,cana422
50.36,-114.59,canada,LALY,2250,1322,1994,ITRDB,cana423
49.26,-117.08,canada,LALY,2060,1658,2005,ITRDB,cana424
51.08,-116.15,canada,LALY,2200,1345,1993,ITRDB,cana425
52.55,-118.03,canada,PSME,1220,1534,2008,ITRDB,cana426
52.56,-118.04,canada,PSME,1230,1749,2008,ITRDB,cana427
52.55,-118.04,canada,PSME,1200,1749,2006,ITRDB,cana428
52.53,-118.07,canada,PSME,1220,1693,2006,ITRDB,cana429
52.13,-117.14,canada,PCEN,2000,920,1987,ITRDB,cana430
52.41,-118.21,canada,PCEN,1875,1563,1996,ITRDB,cana432
52.41,-118.2,canada,PCEN,1765,1698,1981,ITRDB,cana433
51.43,-116.3,canada,PCEN,2050,1575,2000,ITRDB,cana434
52.54,-117.16,canada,PCEN,2050,1528,1990,ITRDB,cana435
52.41,-118.03,canada,PCEN,1800,1639,1990,ITRDB,cana436
52.36,-117.57,canada,PCEN,2000,1513,1990,ITRDB,cana437
50.36,-114.59,canada,PCEN,2250,1613,1987,ITRDB,cana438
52.09,-117.12,canada,PCEN,2200,1428,2000,ITRDB,cana439
51.24,-116.15,canada,PCEN,1650,1690,1982,ITRDB,cana440
51.21,-116.13,canada,PCEN,2200,1567,1986,ITRDB,cana441
55.26,-123.02,canada,PCEN,1280,1809,2002,ITRDB,cana442
50.56,-115.1,canada,PCEN,2120,1619,1987,ITRDB,cana443
51.42,-116.31,canada,PCEN,1850,1424,1990,ITRDB,cana444
51.42,-116.31,canada,PCEN,1850,760,1326,ITRDB,cana445
52.58,-118.1,canada,PCEN,2000,1625,1990,ITRDB,cana446
53.09,-119.07,canada,PCEN,1690,1567,1982,ITRDB,cana447
53.09,-119.07,canada,PCEN,1690,867,1345,ITRDB,cana448
52.52,-117.59,canada,PCEN,2050,1489,1990,ITRDB,cana449
53.1,-119.29,canada,PCEN,1900,1569,1989,ITRDB,cana450
51.09,-115.34,canada,PCEN,2250,1644,1990,ITRDB,cana451
49,-114.02,canada,PCEN,2050,1615,1991,ITRDB,cana452
52.48,-117.39,canada,PCEN,1800,1600,1990,ITRDB,cana453
55.56,-122.45,canada,PCEN,1220,1692,2002,ITRDB,cana454
53.45,-121.31,canada,PCEN,1370,1755,2002,ITRDB,cana455
52.15,-117,canada,PCEN,2000,1722,2001,ITRDB,cana456
51.29,-116.29,canada,PCEN,1950,1526,1990,ITRDB,cana457
53.52,-72.25,canada,PCMA,481,642,2011,ITRDB,cana458
54.28,-70.23,canada,PCMA,539,572,2011,ITRDB,cana459
54.06,-71.38,canada,PCMA,451,774,2011,ITRDB,cana460
54.15,-72.23,canada,PCMA,436,596,2011,ITRDB,cana461
54.34,-71.14,canada,PCMA,483,653,2011,ITRDB,cana462
54.09,-70.17,canada,PCMA,558,650,2011,ITRDB,cana463
50.35,-123.35,canada,ABLA,,1751,2012,ITRDB,cana464
49.29,-125.32,canada,TSME,1300,1412,1995,ITRDB,cana465
49.08,-124.38,canada,TSME,1100,1708,1996,ITRDB,cana466
51.16,-125.26,canada,TSME,1100,1647,2012,ITRDB,cana467
50.21,-122.29,canada,TSME,1430,1711,2012,ITRDB,cana468
52.17,-126.53,canada,TSME,1310,1682,2010,ITRDB,cana469
49.39,-125.12,canada,TSME,1110,1668,1997,ITRDB,cana470
50.13,-126.2,canada,TSME,1100,1337,2008,ITRDB,cana471
49.19,-125.14,canada,TSME,1100,1784,1996,ITRDB,cana472
48.41,-124.17,canada,TSME,980,1699,1996,ITRDB,cana473
48.59,-124.26,canada,TSME,1000,1784,1996,ITRDB,cana474
56.12,-129.35,canada,TSME,,1633,2004,ITRDB,cana475
52.13,-126.2,canada,TSME,,1658,2010,ITRDB,cana476
52.26,-125.53,canada,TSME,,1874,1998,ITRDB,cana477
54.2,-130.19,canada,TSME,,1556,2004,ITRDB,cana478
54.28,-129.07,canada,TSME,,1576,2004,ITRDB,cana479
54.51,-127.34,canada,TSME,,1616,2004,ITRDB,cana480
52.35,-126.22,canada,ABLA,,1729,1997,ITRDB,cana481
50.47,-123.29,canada,ABLA,,1682,2003,ITRDB,cana482
51.38,-125.11,canada,ABLA,,1721,2000,ITRDB,cana483
52.06,-126.11,canada,ABLA,,1857,2003,ITRDB,cana484
52.04,-126.08,canada,ABLA,,1533,2009,ITRDB,cana485
51.35,-124.5,canada,ABLA,,1714,2000,ITRDB,cana486
51.29,-125.14,canada,ABLA,,1644,2000,ITRDB,cana487
51.37,-125.19,canada,ABLA,,1629,2000,ITRDB,cana488
56.16,-130.02,canada,ABLA,,1740,2003,ITRDB,cana489
52.17,-126.54,canada,TSME,,1623,2010,ITRDB,cana490
51.14,-124.52,canada,TSME,,1673,2000,ITRDB,cana491
51.14,-124.52,canada,ABLA,,1642,2000,ITRDB,cana492
51.37,-125.07,canada,ABLA,,1793,2000,ITRDB,cana493
51.31,-124.53,canada,ABLA,,1723,2001,ITRDB,cana494
50.37,-123.41,canada,ABLA,,1573,2007,ITRDB,cana495
49.1,-121.41,canada,ABLA,,1592,1999,ITRDB,cana496
49.1,-121.41,canada,TSME,,1658,1999,ITRDB,cana497
51.29,-125.14,canada,TSME,,1776,1999,ITRDB,cana498
56.12,-129.35,canada,ABLA,,1648,2004,ITRDB,cana499
57.42,-130,canada,ABAM,840,1711,1986,ITRDB,cana5
50.12,-98.22,canada,QUMA,250,1851,2001,ITRDB,cana500
68.41,-134.31,canada,PCGL,2,1579,2006,ITRDB,cana501
68.15,-134.44,canada,PCGL,2,1631,2006,ITRDB,cana502
68.17,-134.47,canada,PCGL,2,1716,2006,ITRDB,cana503
68.37,-134.23,canada,PCGL,2,1435,2007,ITRDB,cana504
68.16,-133.24,canada,PCGL,130,1158,2007,ITRDB,cana505
68.09,-133.46,canada,PCGL,25,1118,2007,ITRDB,cana506
68.08,-134.46,canada,PCGL,2,1607,2007,ITRDB,cana507
68.22,-134.58,canada,PCGL,2,1587,2007,ITRDB,cana508
68.31,-135.04,canada,PCGL,2,1453,2007,ITRDB,cana509
68.07,-134.1,canada,PCGL,2,1445,2007,ITRDB,cana510
68.16,-134.09,canada,PCGL,2,1596,2007,ITRDB,cana511
68.26,-134.35,canada,PCGL,2,1580,2007,ITRDB,cana512
68.24,-134.16,canada,PCGL,2,1687,2007,ITRDB,cana513
68.35,-133.41,canada,PCGL,98,1653,2006,ITRDB,cana514
68.32,-134.38,canada,PCGL,2,1499,2007,ITRDB,cana515
68.09,-135.09,canada,PCGL,2,1615,2007,ITRDB,cana516
68.22,-134.4,canada,PCGL,2,1603,2007,ITRDB,cana517
68.27,-135.31,canada,PCGL,2,1591,2006,ITRDB,cana518
68.19,-135.12,canada,PCGL,2,1474,2007,ITRDB,cana519
68.27,-133.51,canada,PCGL,2,1501,2006,ITRDB,cana520
68.26,-133.49,canada,PCGL,2,1483,2003,ITRDB,cana521
68.31,-133.52,canada,PCGL,2,1332,2003,ITRDB,cana522
68.35,-134.06,canada,PCGL,2,1563,2003,ITRDB,cana523
68.28,-133.51,canada,PCGL,2,1398,2003,ITRDB,cana524
68.28,-133.52,canada,PCGL,2,1545,2003,ITRDB,cana525
68.31,-134,canada,PCGL,2,1611,2003,ITRDB,cana526
68.24,-133.48,canada,PCGL,2,1529,2003,ITRDB,cana527
49.19,-114.26,canada,LALY,1838,1616,2010,ITRDB,cana528
49.46,-114.32,canada,PIAL,1909,1488,2010,ITRDB,cana529
49.02,-114.02,canada,LALY,2135,1252,1990,ITRDB,cana530
67.3,-139.58,canada,PCGL,249,1711,2007,ITRDB,cana531
67.31,-139.58,canada,PCGL,249,1735,2006,ITRDB,cana532
67.31,-139.59,canada,PCGL,251,1759,2006,ITRDB,cana533
67.31,-140,canada,PCGL,243,1728,2006,ITRDB,cana534
67.3,-140.03,canada,PCGL,243,1608,2007,ITRDB,cana535
67.29,-140.19,canada,PCGL,244,1552,2007,ITRDB,cana536
67.48,-140.26,canada,PCGL,245,1617,2007,ITRDB,cana537
67.57,-139.08,canada,PCGL,286,1744,2007,ITRDB,cana538
67.35,-139.45,canada,PCGL,258,1691,2007,ITRDB,cana539
67.42,-139.49,canada,PCGL,267,1618,2007,ITRDB,cana540
67.43,-139.49,canada,PCGL,259,1719,2006,ITRDB,cana541
68.08,-139.56,canada,PCGL,282,1668,2007,ITRDB,cana542
68.04,-139.47,canada,PCGL,272,1680,2007,ITRDB,cana543
68.03,-139.35,canada,PCGL,269,1749,2007,ITRDB,cana544
67.51,-139.48,canada,PCGL,265,1648,2007,ITRDB,cana545
68.13,-140.05,canada,PCGL,292,1615,2007,ITRDB,cana546
67.33,-139.25,canada,PCGL,251,1803,2006,ITRDB,cana547
67.32,-139.19,canada,PCGL,251,1686,2006,ITRDB,cana548
67.45,-140.31,canada,PCGL,647,1537,2007,ITRDB,cana549
68.2,-140.45,canada,PCGL,339,1650,2007,ITRDB,cana550
68.2,-139.43,canada,PCGL,315,1631,2007,ITRDB,cana551
68.1,-139.47,canada,PCGL,305,1522,2007,ITRDB,cana552
67.32,-139.56,canada,PCGL,251,1657,2007,ITRDB,cana553
49.47,-91.1,canada,PIBN,,1922,2010,ITRDB,cana554
49.51,-91.19,canada,PIBN,,1921,2011,ITRDB,cana555
50.01,-91.21,canada,PIBN,,1912,2010,ITRDB,cana556
60.55,-137.43,canada,PCMA,950,1705,1986,ITRDB,cana6
55.56,-98.38,canada,PIBN,0,5556,-9838,ITRDB,cana7ba
55.56,-98.38,canada,PIBN,0,5556,-9838,ITRDB,cana7rw
53.55,-104.41,canada,PIBN,0,5355,-10441,ITRDB,cana8ba
53.55,-104.41,canada,PIBN,0,5355,-10441,ITRDB,cana8rw
50.15,-121.4,canada,PSME,200,1598,1995,ITRDB,cana9
42.25,19.46,europe,PIHE,1800,1303,2007,ITRDB,alb001
41.48,20.14,europe,PIHE,1900,617,2008,ITRDB,alb002
40.42,20.08,europe,PIHE,2000,1405,2008,ITRDB,alb003
41,19.29,europe,PIHA,3,1949,2010,ITRDB,alb004
41,19.29,europe,PIPN,3,1862,2010,ITRDB,alb005
47.13,11.28,europe,PINE,6890,1752,1967,ITRDB,aust001
46.52,11.01,europe,PINE,6726,1333,1976,ITRDB,aust002
47.02,13.38,europe,PCAB,1800,1838,1975,ITRDB,aust005
47.47,15.18,europe,PCAB,1380,1832,1975,ITRDB,aust006
47.08,11.17,europe,PCAB,1850,1745,1975,ITRDB,aust007
47.08,11.17,europe,PICE,1850,1822,1975,ITRDB,aust008
48.07,16.15,europe,PINI,350,1840,1995,ITRDB,aust109
48.07,16.15,europe,PINI,582,1804,1995,ITRDB,aust110
48.07,16.15,europe,PINI,450,1766,1995,ITRDB,aust111
48.07,16.15,europe,QUPE,450,1794,1995,ITRDB,aust112
48.3,16.24,europe,QUSP,220,1748,2011,ITRDB,aust113
54.27,26.31,europe,QURO,135,778,1326,ITRDB,blr001
57,-3.35,europe,PISY,500,1706,1976,ITRDB,brit015
57.3,-5.37,europe,PISY,12,1847,1978,ITRDB,brit016
56.57,-3.19,europe,PISY,381,1712,1978,ITRDB,brit017
57.31,-5.2,europe,PISY,100,1756,1978,ITRDB,brit018
50.57,-1.41,europe,PISY,100,1843,1976,ITRDB,brit019
57.01,-3.34,europe,PISY,457,1773,1978,ITRDB,brit020
56.38,-3.21,europe,PISY,200,1828,1976,ITRDB,brit021
56.59,-3.3,europe,PCAB,400,1849,1976,ITRDB,brit022
56.59,-3.3,europe,LADE,400,1846,1976,ITRDB,brit023
57.17,-4.55,europe,PISY,300,1735,1976,ITRDB,brit024
57.32,-5.21,europe,PISY,250,1671,1978,ITRDB,brit026
51.45,-2,europe,QUSP,0,1076,1219,ITRDB,brit029
55,-2,europe,QUSP,0,1424,1543,ITRDB,brit030
52.15,-1.15,europe,QUSP,0,1879,1984,ITRDB,brit031
53.3,-1.3,europe,FREX,0,1825,1987,ITRDB,brit032
53.3,-1.3,europe,QUSP,0,1818,1987,ITRDB,brit033
53.4,-1.3,europe,QUSP,0,1873,1984,ITRDB,brit034
53.45,-2,europe,QUSP,0,1844,1984,ITRDB,brit035
53.38,-0.53,europe,QUSP,,-3776,-3016,ITRDB,brit036
53.38,-0.53,europe,PISY,,-2920,-2444,ITRDB,brit037
53.38,-0.53,europe,PISY,,-2228,-1889,ITRDB,brit038
53.38,-0.53,europe,PISY,,-1689,-1488,ITRDB,brit039
53.08,-8.52,europe,QUSP,30,1841,1997,ITRDB,brit040
54.42,-7.26,europe,QUSP,60,1764,1992,ITRDB,brit041
54.44,-6.16,europe,QUSP,40,1649,1992,ITRDB,brit042
54.21,-6.51,europe,QUSP,0,1864,1994,ITRDB,brit043
54.2,-7.36,europe,QUSP,60,1708,1984,ITRDB,brit044
52.39,-7.15,europe,QUSP,50,936,1240,ITRDB,brit045
52.16,-7.07,europe,QUSP,30,839,1200,ITRDB,brit046
52.16,-7.07,europe,QUSP,30,901,1127,ITRDB,brit047
57.2,-5.4,europe,PISY,100,1879,1976,ITRDB,brit048w
56.58,-5.45,europe,PISY,20,1903,1976,ITRDB,brit049w
51.43,-1.1,europe,PCAB,0,1578,1686,ITRDB,brit050
51.31,-0.1,europe,PCAB,0,1527,1685,ITRDB,brit051
51.31,-0.1,europe,PCAB,0,1559,1683,ITRDB,brit052
53.22,-1.3,europe,QURO,140,1759,2003,ITRDB,brit053
53.21,-6.19,europe,QUSP,52,1666,2008,ITRDB,brit054
54.33,-5.56,europe,QUSP,25,1642,2004,ITRDB,brit055
54.18,-5.5,europe,QUSP,62,1786,1997,ITRDB,brit056
54.13,-5.56,europe,QUSP,62,1736,2006,ITRDB,brit057
54.21,-6.39,europe,QUSP,54,1845,2001,ITRDB,brit058
51.52,-1.3,europe,QUSP,130,1828,1979,ITRDB,brit059
51.49,-1.54,europe,QUSP,180,1738,1979,ITRDB,brit060
51.42,-1.13,europe,QUSP,70,1812,1979,ITRDB,brit061
51.24,-1.42,europe,QUSP,170,1797,1968,ITRDB,brit062
51.24,-1.42,europe,QUSP,170,1725,2006,ITRDB,brit063
51.04,-1.23,europe,QUSP,120,1629,2009,ITRDB,brit064
51.25,-4.1,europe,QURO,98,1816,1978,ITRDB,brit10
54.07,-0.55,europe,QURO,213,1708,1973,ITRDB,brit11
53.19,-1.37,europe,QUPE,984,1873,1976,ITRDB,brit12
52.56,-3.55,europe,QUPE,246,1710,1974,ITRDB,brit2
51.03,-1.19,europe,RO,300FT,1025,1214,ITRDB,brit5
54,-7,europe,QUSP,262,1649,1970,ITRDB,brit6
41.46,23.23,europe,PILE,1920,1721,1981,ITRDB,bulg001
42.44,25.2,europe,PCAB,1300,1922,1981,ITRDB,bulg002w
34.56,32.52,europe,PINI,-999,1628,1980,ITRDB,cypr001
34.56,32.52,europe,PINI,1820,1616,1981,ITRDB,cypr002
34.56,32.52,europe,PINI,1900,1608,1981,ITRDB,cypr003
34.54,32.54,europe,PINI,1600,1742,1981,ITRDB,cypr004
34.54,32.54,europe,PIBR,1620,1703,1981,ITRDB,cypr005
34.59,32.41,europe,CEBR,1200,1869,1981,ITRDB,cypr006
34.59,32.41,europe,CEBR,1380,1806,1981,ITRDB,cypr008
34.59,32.41,europe,CEBR,1280,1675,1981,ITRDB,cypr009
35.05,32.35,europe,PIBR,500,1857,1981,ITRDB,cypr010
35,32.37,europe,PIBR,800,1902,1981,ITRDB,cypr011w
34.59,32.41,europe,CEBR,1370,1889,1981,ITRDB,cypr012w
35.05,32.35,europe,PIBR,500,1926,1981,ITRDB,cypr013w
34.55,32.53,europe,PINI,1600,1594,1978,ITRDB,cypr014
35.01,32.38,europe,PIBR,1050,1739,2002,ITRDB,cypr015
34.55,32.54,europe,PIBR,1550,1584,2002,ITRDB,cypr016
34.55,32.54,europe,PINI,1640,1554,2002,ITRDB,cypr017
34.56,32.52,europe,PINI,1770,1379,2002,ITRDB,cypr018
34.59,32.4,europe,CDBR,1400,1532,2002,ITRDB,cypr019
48.4,14.42,europe,ABAL,785,1587,2010,ITRDB,czec003
48.4,14.42,europe,FASY,785,1603,2010,ITRDB,czec004
48.4,14.42,europe,PCAB,785,1569,2010,ITRDB,czec005
49.5,18.2,europe,FASY,650,1660,1943,ITRDB,czec2
49.5,18.2,europe,PCEX,650,1725,1943,ITRDB,czec3
62.51,25.29,europe,PISY,185,1643,1978,ITRDB,finl010
67,27.07,europe,PISY,320,1670,1978,ITRDB,finl011
60.4,23.53,europe,PCAB,115,1801,1978,ITRDB,finl012
61.5,23.29,europe,PCAB,180,1860,1978,ITRDB,finl013
62.35,31.1,europe,PISY,145,1779,1978,ITRDB,finl014
63.06,25.29,europe,PCAB,300,1818,1978,ITRDB,finl015
64.33,26.31,europe,PISY,150,1839,1978,ITRDB,finl016
65.37,27.36,europe,PCAB,300,1755,1978,ITRDB,finl017
66.22,29.26,europe,PCAB,260,1726,1978,ITRDB,finl018
67,27.07,europe,PCAB,270,1701,1978,ITRDB,finl019
68.02,24.06,europe,PCAB,270,1782,1978,ITRDB,finl020
68.49,27.2,europe,PISY,200,1410,2001,ITRDB,finl021
68.32,28,europe,PISY,250,1659,1992,ITRDB,finl022
61.52,28.53,europe,PISY,999,1623,1851,ITRDB,finl023
61.52,28.49,europe,PISY,999,1676,1844,ITRDB,finl024
62.03,28.18,europe,PISY,999,1381,1823,ITRDB,finl025
61.52,28.49,europe,PISY,999,1505,1772,ITRDB,finl026
61.52,28.54,europe,PISY,999,1454,1779,ITRDB,finl027
62.02,29.1,europe,PISY,999,1220,1850,ITRDB,finl028
61.56,28.59,europe,PISY,999,1144,1705,ITRDB,finl029
61.55,29.02,europe,PISY,999,595,1816,ITRDB,finl030
61.56,28.59,europe,PISY,999,535,1744,ITRDB,finl031
61.58,28.52,europe,PISY,999,844,1693,ITRDB,finl032
61.58,28.52,europe,PISY,999,582,1742,ITRDB,finl033
61.58,28.5,europe,PISY,999,559,1732,ITRDB,finl034
61.54,29.01,europe,PISY,999,885,1698,ITRDB,finl035
62.02,29.1,europe,PISY,999,1233,1815,ITRDB,finl036
61.48,29.45,europe,PISY,999,845,1330,ITRDB,finl037
61.36,28.23,europe,PISY,999,1850,1993,ITRDB,finl038
61.51,28.54,europe,PISY,999,1864,1993,ITRDB,finl039
61.51,28.54,europe,PISY,999,1798,1993,ITRDB,finl040
61.55,29,europe,PISY,999,1851,2002,ITRDB,finl041
61.48,29.18,europe,PISY,999,1799,2002,ITRDB,finl042
61.56,28.59,europe,PISY,999,1865,2001,ITRDB,finl043
61.52,28.49,europe,PCAB,999,1815,2001,ITRDB,finl044
68.04,27.12,europe,PISY,999,1740,2001,ITRDB,finl045
66.22,29.18,europe,PISY,999,1758,2001,ITRDB,finl046
68.55,28.29,europe,PISY,999,1622,2001,ITRDB,finl047
67.24,26.36,europe,PISY,999,1484,1688,ITRDB,finl048
63.17,28.56,europe,PISY,999,1821,2001,ITRDB,finl049
63.11,29.31,europe,PISY,999,1551,1832,ITRDB,finl050
62.46,30.58,europe,PISY,999,1559,1873,ITRDB,finl051
63.06,29.38,europe,PISY,999,1882,2001,ITRDB,finl052
63.13,29.19,europe,PISY,999,1497,1857,ITRDB,finl053
67.13,26.49,europe,PISY,180,1550,2000,ITRDB,finl054
67.05,27.01,europe,PISY,190,1550,2000,ITRDB,finl055
61.56,25.43,europe,PISY,140,1750,2000,ITRDB,finl056
61.55,26.01,europe,PISY,150,1750,2000,ITRDB,finl057
68.08,27.27,europe,PISY,330,1560,1983,ITRDB,finl058
68.27,28.04,europe,PISY,320,1562,1983,ITRDB,finl059
68.4,25.52,europe,PISY,300,1536,1983,ITRDB,finl060
69.19,28.08,europe,PISY,140,1532,1983,ITRDB,finl061
68.52,26.53,europe,PISY,250,1560,1983,ITRDB,finl062
67,27.15,europe,PISY,260,1655,1983,ITRDB,finl063
68,24.12,europe,PISY,290,1657,1983,ITRDB,finl064
66.19,25.09,europe,PISY,160,1578,1983,ITRDB,finl065
62.51,25.29,europe,PISY,180,1602,1983,ITRDB,finl066
62.04,30.05,europe,PISY,999,1472,1879,ITRDB,finl067
63.22,29.1,europe,PISY,999,1602,1841,ITRDB,finl068
67.34,24.18,europe,PISY,450,1475,2006,ITRDB,finl069
67.3,24.09,europe,PISY,300,1844,2006,ITRDB,finl070
67.3,24.09,europe,PISY,300,1653,2006,ITRDB,finl071
68.13,24.03,europe,PISY,300,1724,2006,ITRDB,finl072
68.13,24.03,europe,PISY,300,1572,2006,ITRDB,finl073
68.13,24.03,europe,PISY,300,1569,2006,ITRDB,finl074
61.46,28.46,europe,PISY,90,1704,1993,ITRDB,finl1
61.4,29.1,europe,PISY,90,1783,1993,ITRDB,finl2
61.39,29.05,europe,PISY,90,1786,1993,ITRDB,finl3
61.4,29.05,europe,PISY,90,1774,1993,ITRDB,finl4
47.34,1.3,europe,CHER,100,1732,1979,ITRDB,fran001
43.22,5.27,europe,PINE,738,1807,1973,ITRDB,fran008
44.03,7.27,europe,    ,7103,971,1974,ITRDB,fran009
45.13,6.41,europe,PINE,6890,1735,1973,ITRDB,fran014
44.16,6.34,europe,ABAL,1900,1771,1975,ITRDB,fran015
44.16,6.34,europe,PCAB,1900,1792,1975,ITRDB,fran016
43.53,7.2,europe,ABAL,1700,1838,1975,ITRDB,fran017
43.53,7.2,europe,PCAB,1700,1795,1975,ITRDB,fran018
42.46,0.37,europe,ABAL,1800,1784,1977,ITRDB,fran020
42.58,0.44,europe,PIMU,1750,1659,1977,ITRDB,fran021
42.27,2.23,europe,PIMU,1950,1839,1977,ITRDB,fran022
42.36,2.03,europe,PIMU,2100,1769,1977,ITRDB,fran023
42.36,2.04,europe,ABAL,1700,1742,1977,ITRDB,fran024
42.28,2.24,europe,ABAL,1720,1831,1977,ITRDB,fran025
42.59,0.45,europe,ABAL,1500,1743,1977,ITRDB,fran026
